bookid,author,title
1832,Tom Rob Smith,Child 44
1833,Nancy E. Turner,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories"
1834,Liane Moriarty,The Hypnotist's Love Story
1835,"Paulo Coelho, Amanda Hopkinson, Nick Caistor",O Demônio e a Srta. Prym
1836,"Audrey Penn, Ruth E. Harper, Nancy M. Leak",The Kissing Hand
1837,Hugh Howey,Shift
1838,Lee Child,Worth Dying For
1839,John Elder Robison,Look Me in the Eye: My Life with Asperger's
1840,Sherrilyn Kenyon,Fantasy Lover
1841,"James Patterson, Gabrielle Charbonnet",Sundays at Tiffany's
1842,Jodi Picoult,Perfect Match
1843,Curtis Sittenfeld,Prep
1844,"Anthony Kiedis, Larry Sloman",Scar Tissue
1845,"Margaret Atwood, Brigitte Walitzek",Alias Grace
1846,Sylvia Day,Captivated by You
1847,Richard Bach,Illusions: The Adventures of a Reluctant Messiah
1848,Gail Carriger,Soulless
1849,Gayle Forman,Just One Day
1850,Lisa McMann,Wake
1851,Siddhartha Mukherjee,The Emperor of All Maladies: A Biography of Cancer
1852,Ellen Hopkins,"Glass (Crank, #2)"
1853,"Gabriel García Márquez, Edith Grossman",Memoria de mis putas tristes
1854,Jeffrey Archer,Only Time Will Tell
1855,Deepak Chopra,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams
1856,Augusten Burroughs,Magical Thinking: True Stories
1857,Tamora Pierce,In the Hand of the Goddess
1858,"James Patterson, Andrew Gross",3rd Degree
1859,Anne Lamott,Bird by Bird: Some Instructions on Writing and Life
1860,"Kerstin Gier, Anthea Bell",Rubinrot
1861,Alyson Noel,Shadowland
1862,Timothy Zahn,Heir to the Empire
1863,Tamora Pierce,Lioness Rampant
1864,Robin Cook,Outbreak
1865,Louise L. Hay,You Can Heal Your Life
1866,Emma Straub,The Vacationers
1867,"Oliver Pötzsch, Lee Chadeayne","Die Henkerstochter (Band 1 aus der Reihe ""Die Henkerstochter-Saga)"
1868,Richard Matheson,I Am Legend 
1869,"Patricia C. Wrede, Peter de Sève",Dealing with Dragons
1870,Lee Child,The Visitor
1871,John Sandford,Rules Of Prey
1872,Tami Hoag,Ashes to Ashes
1873,Michael Chabon,The Yiddish Policemen's Union
1874,Melanie Benjamin,The Aviator's Wife
1875,David Shannon,A Bad Case of Stripes
1876,Lee Child,The Affair
1877,"William Strunk Jr., E.B. White",The Elements of Style
1878,Henry James,The Turn of the Screw
1879,Jennifer Weiner,Best Friends Forever
1880,R.A. Salvatore,Homeland
1881,"Larry Niven, Jerry Pournelle",The Mote in God's Eye
1882,"Jo Nesbø, Don Bartlett",Snømannen (Harry Hole #7) 
1883,"John  Williams, John McGahern",Stoner
1884,"David Cote, Stephen Schwartz, Joan Marcus, Winnie Holzman","Wicked: The Grimmerie, a Behind-the-Scenes Look at the Hit Broadway Musical"
1885,William Shakespeare,As You Like It
1886,"Garth Ennis, Steve Dillon, Joe R. Lansdale",Preacher Vol. 1: Gone to Texas
1887,"Edmond Rostand, Eteel Lawson, Lowell Bair",Cyrano de Bergerac
1888,Anne Fadiman,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures"
1889,Patricia Briggs,Bone Crossed
1890,Richelle Mead,The Indigo Spell
1891,Karen Marie Moning,Dreamfever
1892,Kate Atkinson,Case Histories
1893,J. Kenner,"Release Me (Stark Trilogy, #1)"
1894,Sophie Kinsella,Wedding Night
1895,"Neil Gaiman, Steve Parkhouse, Chris Bachalo, Michael Zulli, Mike Dringenberg, Malcolm Jones III, Todd Klein, Clive Barker",The Doll's House
1896,Eleanor H. Porter,Pollyanna
1897,Dave Pelzer,
1898,Hugh Howey,Dust
1899,Jodi Picoult,Lone Wolf
1900,Stephen King,Nightmares & Dreamscapes 
1901,Karen Marie Moning,Shadowfever
1902,John Grisham,The Associate
1903,Lois Lowry,"Son (The Giver, #4)"
1904,"Neil Gaiman, J.H. Williams III, Dave Stewart, Todd Klein",The Sandman: Overture
1905,Anthony  Ryan,Blood Song
1906,Simone Elkeles,Rules of Attraction
1907,Howard Pyle,The Merry Adventures of Robin Hood
1908,Bret Easton Ellis,Less Than Zero
1909,Lawrence Hill,The Book of Negroes
1910,"Anonymous, Richard Francis Burton, A.S. Byatt",كِتَاب أَلْف لَيْلَة وَلَيْلَة‎‎ [kitāb ʾalf layla wa-layla]
1911,Tana French,Faithful Place
1912,Lily King,Euphoria
1913,Marian Keyes,Rachel's Holiday
1914,Isaac Asimov,The Caves of Steel
1915,Haruki Murakami,"ダンス・ダンス・ダンス [Dansu, dansu, dansu]"
1916,"Beverly Cleary, Louis Darling, Tracy Dockray",The Mouse and the Motorcycle
1917,Carrie Ryan,The Forest of Hands and Teeth
1918,Terry Brooks,The Elfstones Of Shannara
1919,"Rachel Cohn, David Levithan",Dash & Lily's Book of Dares
1920,Eleanor Catton,The Luminaries
1921,"Laura Joffe Numeroff, Felicia Bond",
1922,Dean Koontz,Velocity
1923,David Sedaris,Barrel Fever: Stories and Essays
1924,Terry Pratchett,Reaper Man
1925,Frank E. Peretti,Piercing the Darkness
1926,"Chip Heath, Dan Heath",Made to Stick: Why Some Ideas Survive and Others Die
1927,Piers Paul Read,Alive: The Story of the Andes Survivors
1928,Zadie Smith,On Beauty
1929,Joyce Meyer,Battlefield of the Mind: Winning the Battle in Your Mind
1930,Nora Roberts,Dance Upon The Air
1931,David Eddings,Castle of Wizardry
1932,J.R. Ward,"Lover Avenged, part two"
1933,أثير عبدالله النشمي,أحببتك أكثر مما ينبغى
1934,Richard Castle,Heat Wave
1935,Amazon,kindle paperwhite user's guide 2nd edition
1936,John Irving,A Widow for One Year
1937,C.S. Lewis,Out of the Silent Planet
1938,"Roald Dahl, Quentin Blake","Charlie and the Great Glass Elevator: The Further Adventures of Charlie Bucket and Willy Wonka, Chocolate-Maker Extraordinaire"
1939,"Laura Joffe Numeroff, Felicia Bond",If You Give a Pig a Pancake 
1940,Iain Banks,The Wasp Factory
1941,Marisha Pessl,Night Film
1942,Rob Lowe,
1943,Kevin Kwan,Crazy Rich Asians
1944,Libba Bray,Rebel Angels
1945,Karen Marie Moning,Bloodfever
1946,Karen Marie Moning,Faefever
1947,Robert Dugoni,My Sister's Grave
1948,Ransom Riggs,Library of Souls 
1949,E.M. Forster,Howards End
1950,"Mike Mignola, John Byrne",Hellboy: Seed of Destruction
1951,Michelle Hodkin,The Evolution of Mara Dyer
1952,Rick Riordan,The Sword of Summer
1953,"Alexandre Dumas, Francine du Plessix Gray, Joachim Neugroschel","Le Vicomte de Bragelonne, ou Dix ans plus tard"
1954,"Shirley Jackson, Laura   Miller",The Haunting οf Hill House
1955,Hunter S. Thompson,The Rum Diary
1956,"Laura Ingalls Wilder, Garth Williams",Little Town on the Prairie
1957,Dodie Smith,I Capture the Castle
1958,"P.C. Cast, Kristin Cast",Destined
1959,Janet Evanovich,Finger Lickin' Fifteen
1960,Charles Bukowski,Women
1961,John Jakes,North and South
1962,Patricia Briggs,Silver Borne
1963,Robert Ludlum,The Bourne Ultimatum
1964,Robin Hobb,Fool's Errand
1965,Marie Lu,The Young Elites
1966,Nora Roberts,Jewels of the Sun
1967,"Marcus Aurelius, Martin Hammond, Diskin Clay",Τὰ εἰς ἑαυτόν 
1968,"Dave Barry, Ridley Pearson, Greg Call",Peter and the Starcatchers
1969,Jared Diamond,Collapse: How Societies Chose to Fail or Succeed
1970,A.S. Byatt,Possession
1971,Melissa de la Cruz,Revelations
1972,Tom Clancy,Without Remorse
1973,Sigmund Freud,Die Traumdeutung
1974,Peter Straub,Ghost Story
1975,"Lemony Snicket, Brett Helquist",The Penultimate Peril
1976,Bill Bryson,Notes from a Big Country
1977,"Lemony Snicket, Brett Helquist",The End
1978,Mary Karr,The Liars' Club: A Memoir
1979,Charlaine Harris,Dead Ever After
1980,Ray Bradbury,The Illustrated Man
1981,Raine Miller,Naked
1982,Jeff VanderMeer,Annihilation
1983,Abbi Glines,Breathe
1984,"Margaret Wise Brown, Clement Hurd",The Runaway Bunny
1985,"Stephen Hawking, Leonard Mlodinow",The Grand Design
1986,John Grisham,The Innocent Man
1987,"Richard Bachman, Stephen King",The Bachman Books
1988,Reza Aslan,Zealot: The Life and Times of Jesus of Nazareth
1989,Terry Goodkind,Soul of the Fire
1990,"Jan-Philipp Sendker, Kevin Wiliarty",Das Herzenhören
1991,Iain M. Banks,Consider Phlebas
1992,David J. Schwartz,The Magic of Thinking Big
1993,Anne Rice,The Vampire Armand
1994,Abbi Glines,"Forever Too Far (Too Far, #3)"
1995,George R.R. Martin,A Storm of Swords: Part 1 Steel and Snow
1996,"Carlo Collodi, John Boyne, Monteiro Lobato, Unknown",Le avventure di Pinocchio
1997,Robin LaFevers,Grave Mercy
1998,Stormie Omartian,The Power of a Praying Wife
1999,Henry Miller,Tropic of Cancer
2000,Wally Lamb,The Hour I First Believed
2001,Brian Sibley,Harry Potter: Film Wizardry
2002,"Leo Tolstoy, Aylmer Maude",Смерть Ивана Ильича
2003,Paula McLain,Circling the Sun
2004,John Steinbeck,Travels with Charley: In Search of America
2005,Alice Hoffman,The Dovekeepers
2006,Scott Lynch,The Republic of Thieves
2007,Cornelia Funke,Herr der Diebe
2008,Susan Ee,World After
2009,Dean Koontz,Brother Odd
2010,John Howard Griffin,Black Like Me
2011,Chuck Palahniuk,Snuff
2012,James Patterson,Jack & Jill
2013,Ian McEwan,Saturday
2014,Jonathan Kellerman,When the Bough Breaks
2015,Robert James Waller,The Bridges of Madison County
2016,Lee Child,Gone Tomorrow
2017,Michael Scott,The Sorceress
2018,Hilary Mantel,Bring Up the Bodies
2019,Rick Riordan,The Maze of Bones 
2020,Mark Bittman,How to Cook Everything: Simple Recipes for Great Food
2021,Stephenie Meyer,"The Twilight Collection (Twilight, #1-3)"
2022,Wassily Kandinsky,Über das Geistige in der Kunst
2023,Winston Groom,Forrest Gump
2024,"Albert Camus, Justin O'Brien",La Chute
2025,Tom Robbins,Even Cowgirls Get the Blues
2026,"Wilkie Collins, Carolyn G. Heilbrun",The Moonstone
2027,"Italo Calvino, William Weaver",Se una notte d'inverno un viaggiatore
2028,"Gregory Maguire, Douglas Smith",Son of a Witch
2029,Ian McEwan,On Chesil Beach
2030,Sue Grafton,"""M"" is for Malice"
2031,Patricia Cornwell,Point of Origin
2032,Patricia MacLachlan,"Sarah, Plain and Tall"
2033,يوسف زيدان,عزازيل
2034,Christopher Moore,Bloodsucking Fiends
2035,"David Sedaris, Ian Falconer",Squirrel Seeks Chipmunk: A Modest Bestiary
2036,Brené Brown,The Gifts of Imperfection
2037,Ann Patchett,Commonwealth
2038,Melissa de la Cruz,The Van Alen Legacy 
2039,Robert McCloskey,Blueberries for Sal
2040,Colleen Hoover,Losing Hope
2041,Stephen King,Lisey's Story
2042,Eben Alexander,Proof of Heaven: A Neurosurgeon's Journey Into the Afterlife
2043,Terry Pratchett,Men at Arms
2044,A.J. Jacobs,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible As Literally As Possible
2045,Frank Herbert,God Emperor of Dune
2046,Emily Giffin,
2047,Jean M. Auel,The Valley of Horses
2048,Harlan Coben,Six Years
2049,Beverly Cleary,Ramona the Pest
2050,L.J. Smith,"Night World, No. 2"
2051,Katherine Dunn,Geek Love
2052,"Sophocles, Dudley Fitts, Elena Bono, Robert Fitzgerald",
2053,Robert Penn Warren,All the King’s Men
2054,Ann Brashares,Girls in Pants: The Third Summer of the Sisterhood
2055,Harlan Coben,The Woods
2056,Robert Jordan,New Spring
2057,John Grisham,The Litigators
2058,"Fredrik Backman, Henning Koch",Min mormor hälsar och säger förlåt
2059,Vince Flynn,American Assassin
2060,Brené Brown,"Daring Greatly : How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead"
2061,Hannah Kent,Burial Rites
2062,Sarah Waters,Fingersmith
2063,Peter Mayle,A Year in Provence
2064,"Kate DiCamillo, Bagram Ibatoulline",The Miraculous Journey of Edward Tulane
2065,Jojo Moyes,The Last Letter From Your Lover
2066,Martin Cruz Smith,Gorky Park
2067,Tara Conklin,The House Girl
2068,Karen Hesse,Out of the Dust
2069,Meg Cabot,Queen of Babble
2070,Jeff Kinney,The Third Wheel
2071,Elizabeth Wein,Code Name Verity
2072,Ellen Hopkins," Burned (Burned, #1)"
2073,Sidney Sheldon,Master of the Game
2074,Patricia Cornwell,The Body Farm
2075,Meg Cabot,The Boy Next Door (Boy #1)
2076,"Anonymous, N.K. Sandars",Shūtur eli sharrī
2077,Anna Godbersen,The Luxe
2078,Beatrix Potter,The Complete Tales of Beatrix Potter
2079,Philip Roth,American Pastoral
2080,Elizabeth Gilbert,Big Magic: Creative Living Beyond Fear
2081,Jim Butcher,Skin Game
2082,Anonymous,القرآن‎‎ [al-Qurʾān]
2083,Gena Showalter,The Darkest Night
2084,Neal Stephenson,Anathem
2085,Barbara Kingsolver,The Lacuna
2086,Terry Pratchett,Hogfather
2087,Elizabeth Berg,Open House
2088,Jeannette Walls,The Silver Star
2089,John Irving,The Hotel New Hampshire
2090,Laurell K. Hamilton,The Laughing Corpse
2091,Nora Roberts,"Key of Light (Key Trilogy, #1)"
2092,Ellen Hopkins,Identical
2093,"Roberto Aguirre-Sacasa, Mike Perkins, Laura       Martin, Stephen King",
2094,"Janet Evanovich, Lorelei King",Smokin' Seventeen
2095,Dr. Seuss,The Sneetches and Other Stories
2096,"Bill Martin Jr., Eric Carle","Polar Bear, Polar Bear, What Do You Hear?"
2097,Hermann Hesse,Demian: Die Geschichte einer Jugend
2098,Kurt Vonnegut Jr.,"God Bless You, Mr Rosewater or Pearls before Swine"
2099,"Yoshiki Nakamura, Tomo Kimura",スキップ・ビート! 1 
2100,Frank Miller,The Dark Knight Returns
2101,"J.K. Rowling, Mary GrandPré",Harry Potter Boxed Set Books 1-4
2102,Paolo Bacigalupi,The Windup Girl
2103,"Oscar Wilde, Richard Allen Cave",
2104,Stephanie Perkins,Isla and the Happily Ever After
2105,Ilona Andrews,Magic Bites
2106,Jodi Ellen Malpas,This Man Confessed
2107,"Irène Némirovsky, Sandra Smith",Suite française 
2108,"Vincent van Gogh, Ronald de Leeuw, Mark Roskill, Arnold J. Pomerans",The Letters of Vincent van Gogh
2109,Terry Pratchett,Sourcery
2110,Bryan Lee O'Malley,"Scott Pilgrim, Volume 2: Scott Pilgrim vs. The World"
2111,"Grant Morrison, Dave McKean",Batman: Arkham Asylum - A Serious House on Serious Earth
2112,Jenny Han,P.S. I Still Love You
2113,David Baldacci,Memory Man
2114,Hillary Jordan,Mudbound
2115,Mark Bowden,Black Hawk Down
2116,"V.E. Schwab, Victoria Schwab",A Darker Shade of Magic
2117,David Grann,The Lost City of Z: A Tale of Deadly Obsession in the Amazon
2118,Brandon Sanderson,Firefight
2119,Trudi Canavan,The Magicians' Guild
2120,Michael Scott,The Necromancer: The Secrets of The Immortal Nicholas Flamel
2121,Lee Child,61 Hours
2122,Patricia McCormick,Cut
2123,"Roald Dahl, Quentin Blake",George's Marvellous Medicine
2124,Jane Smiley,A Thousand Acres
2125,Lloyd Alexander,The Book of Three
2126,Patricia Briggs,Cry Wolf
2127,Ian Falconer,Olivia
2128,Kent Haruf,Plainsong
2129,Daniel Clowes,Ghost World
2130,Amanda Hocking,Torn
2131,"Ivan Turgenev, George Reavy, Jane Costlow",Отцы и дѣти
2132,"Eliyahu M. Goldratt, Jeff Cox",The Goal
2133,Geraldine Brooks,Caleb's Crossing
2134,Claudia Gray,Evernight
2135,Lee Child,Bad Luck and Trouble
2136,Karen Joy Fowler,The Jane Austen Book Club
2137,Ian McEwan,The Children Act
2138,Janet Evanovich,Sizzling Sixteen
2139,Ashlee Vance,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future"
2140,James S.A. Corey,Caliban's War
2141,Rebecca Donovan,Barely Breathing
2142,"Homer, Robert Fagles, Bernard Knox",Ἰλιάς ; Ὀδύσσεια
2143,"Mark Waid, Alex Ross, Elliot S. Maggin",Kingdom Come
2144,Henri Charrière,Papillon 
2145,Sarah Waters,Tipping the Velvet
2146,"Chris Colfer, Brandon Dorman","The Wishing Spell (The Land of Stories, #1)"
2147,David Ebershoff,The 19th Wife
2148,Walter Dean Myers,Monster
2149,George R.R. Martin,
2150,Patricia Cornwell,Body of Evidence 
2151,"Brian K. Vaughan, Fiona Staples",Saga #1
2152,Sara Shepard,Perfect
2153,Jessica Sorensen,The Secret of Ella and Micha
2154,Kevin Hearne,Hounded
2155,Stephen King,From a Buick 8
2156,Kim Stanley Robinson,Red Mars
2157,"Charlotte Perkins Gilman, Elaine Hedges",The Yellow Wall-paper. A story
2158,"H.G. Wells, Alfred MacAdam",The Time Machine and The Invisible Man
2159,Nora Roberts,Sea Swept
2160,Brent Weeks,The Blinding Knife
2161,Morgan Matson,Since You've Been Gone
2162,Steve Martin,
2163,"Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway",What to Expect When You're Expecting
2164,John Flanagan,The Icebound Land
2165,Marian Keyes,Anybody Out There?
2166,"Peter Thiel, Blake  Masters","Zero to One: Notes on Start Ups, or How to Build the Future"
2167,Sarah J. Maas,Empire of Storms
2168,"Charles Dickens, Katharine Kroeber Wiley",
2169,Gillian Flynn,What Do You Do?
2170,Neil Gaiman,Smoke and Mirrors: Short Fiction and Illusions
2171,Amish Tripathi,The Oath of the Vayuputras
2172,Kurt Vonnegut Jr.,Welcome to the Monkey House
2173,Jim Gaffigan,Dad Is Fat
2174,David McCullough,Truman
2175,Ron Chernow,Alexander Hamilton
2176,"Dr. Seuss, Various",The Cat in the Hat and Other Dr. Seuss Favorites
2177,"Nikolai Gogol, Robert A. Maguire",Мёртвые ду́ши
2178,Elle Kennedy,The Deal
2179,Kiera Cass,The Crown
2180,David Baldacci,Zero Day
2181,"Arlene Mosel, Blair Lent",Tikki Tikki Tembo
2182,L.J. Smith,"Night World, No. 1"
2183,Tina Reber,"Love Unscripted (Love, #1)"
2184,James Patterson,Pop Goes the Weasel
2185,Penelope Douglas,Bully
2186,Alison Weir,The Six Wives of Henry VIII
2187,"Yevgeny Zamyatin, Clarence Brown",Мы
2188,Barbara Kingsolver,Pigs in Heaven
2189,John Scalzi,The Ghost Brigades
2190,Alan Paton,"Cry, The Beloved Country"
2191,"Brian Froud, Alan Lee",Faeries
2192,Gregory Maguire,Confessions of an Ugly Stepsister
2193,Nick Hornby,How to Be Good
2194,Cassandra Clare,Lady Midnight
2195,Cornelia Funke,Tintentod
2196,Isaac Asimov,Foundation's Edge
2197,Thomas Hardy,Jude the Obscure
2198,David Eddings,Queen of Sorcery
2199,Shirley Jackson,The Lottery: Adventures of the Demon Lover
2200,Margaret Peterson Haddix,
2201,Aprilynne Pike,Wings 
2202,Cecily von Ziegesar,Gossip Girl
2203,Frederick Forsyth,The Odessa File
2204,Elizabeth Strout,The Burgess Boys
2205,Yuval Noah Harari,קיצור תולדות האנושות‎‎
2206,"Chelsea Handler, Johnny Kansas, Stephanie Stehling, Heather McDonald, Roy Handler, Brad Wollack, Amber Mazzola, Josh Wolf, Shoshanna Handler, Eva Magdalenski, Amy Meyer, Glen Handler, Dave Mallow, Sarah Colonna",
2207,Tana French,Broken Harbor
2208,M. Leighton,Down to You
2209,William Shakespeare,The Complete Works
2210,Ursula K. Le Guin,The Dispossessed
2211,"Henning Mankell, Steven T. Murray",Mördare utan ansikte
2212,John Grisham,The Confession
2213,Dean Koontz,Lightning
2214,"James Patterson, Keith David, Anthony Heald",Cat & Mouse
2215,Judy Blume,Superfudge
2216,Shari Lapena,The Couple Next Door
2217,Cynthia Hand,Hallowed
2218,Ann Leckie,Ancillary Justice
2219,Terry Goodkind,The Pillars of Creation
2220,"James C. Collins, Jerry I. Porras",Built to Last: Successful Habits of Visionary Companies
2221,Allen Eskens,The Life We Bury
2222,Eric Wilson,Fireproof
2223,Jack Higgins,The Eagle Has Landed
2224,Laurell K. Hamilton,The Lunatic Cafe
2225,David Wong,John Dies at the End
2226,"Carl Sagan, Ann Druyan",The Demon-Haunted World: Science as a Candle in the Dark
2227,Lucy Christopher,Stolen: A Letter to My Captor
2228,Stanisław Lem,Solaris
2229,Elizabeth Wurtzel,Prozac Nation
2230,Lloyd Alexander,The Black Cauldron
2231,Daniel J. Levitin,This Is Your Brain on Music: The Science of a Human Obsession
2232,Mitch Albom,The First Phone Call from Heaven
2233,Augusten Burroughs,Possible Side Effects
2234,Anna Quindlen,Still Life with Bread Crumbs
2235,Agatha Christie,The ABC Murders
2236,Anonymous,Holy Bible: New International Version
2237,J.R. Ward,Lover Reborn
2238,Julia Quinn,The Duke and I
2239,"Margaret Weis, Tracy Hickman",Dragons of Spring Dawning
2240,Lorraine Hansberry,A Raisin in the Sun
2241,Richard K. Morgan,Altered Carbon
2242,Tom Clancy,The Sum of All Fears
2243,A.J. Banner,
2244,"Brian K. Vaughan, Fiona Staples","Saga, Volume Two"
2245,Lee Child,The Enemy
2246,Michael   Lewis,Flash Boys: A Wall Street Revolt
